name,category,sub_category,brand,price_bdt,processor,generation,ram_gb,storage,gpu,gpu_memory,display_inch,battery_mah,camera_mp,url,shop,popularity
HP OmniBook Ultra Flip x360 14-fh0104TU AI,laptop,laptop,HP,229000,Core Ultra 7,Ultra,16,1TB SSD,Intel Arc 140V Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
HP ProBook 440 G11 Series 1,laptop,laptop,HP,96500,Core Ultra 5,Ultra,8,512GB SSD,Intel Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
HP ProBook 440 G11 Series 1,laptop,laptop,HP,135000,Core Ultra 7,Ultra,8,512GB SSD,Intel Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
HP ProBook 460 G11 Series 1,laptop,laptop,HP,129500,Core Ultra 7,Ultra,8,512GB SSD,Intel Arc Graphics,Shared,16.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
HP ProBook 460 G11 Series 1,laptop,laptop,HP,116000,Core Ultra 5,Ultra,8,512GB SSD,Intel Arc Graphics,Shared,16.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
HP Victus Gaming 15-fa1393TX,laptop,laptop,HP,110900,Core i5,13th (Intel),8,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
HP Victus Gaming 15-fa2276TX,laptop,laptop,HP,128000,Core i5,13th (Intel),8,512GB SSD,Nvidia RTX 3050 Graphics,6GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
HP Victus Gaming 15-fb1054AX,laptop,laptop,HP,95500,Ryzen 5,Ryzen,8,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
HP Victus Gaming 15-fb3166AX,laptop,laptop,HP,106500,Ryzen 5,Ryzen,8,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
HP Victus Gaming 15-fb3167AX,laptop,laptop,HP,106500,Ryzen 5,Ryzen,8,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
HP Victus Gaming 15-fb3180AX,laptop,laptop,HP,132500,Ryzen 7,Ryzen,8,1TB SSD,Nvidia RTX 3050 Graphics,4GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad 1 14IJL7,laptop,laptop,Lenovo,38800,Intel Celeron,Celeron Series,8,512GB SSD,Intel UHD Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad 1 15AMN7,laptop,laptop,Lenovo,41500,AMD Athlon,Athlon Series,8,256GB SSD,AMD Radeon 610M Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad 5 2 in 1 14AKP10,laptop,laptop,Lenovo,115000,Ryzen AI 5,Ryzen,16,512GB SSD,AMD Radeon 840M Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad 5 2 in 1 14AKP10,laptop,laptop,Lenovo,155000,Ryzen AI 7,Ryzen,24,512GB SSD,AMD Radeon 860M Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2,laptop,laptop,Lenovo,137000,Core Ultra 5,Ultra,16,512GB SSD,Intel Arc Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2,laptop,laptop,Lenovo,157000,Core Ultra 7,Ultra,16,1TB SSD,Intel Arc 140T Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2,laptop,laptop,Lenovo,151500,Core Ultra 7,Ultra,16,512GB SSD,Intel Arc 140T Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad 5 2 in 1 14Q8X9,laptop,laptop,Lenovo,137500,Snapdragon X Plus,Snapdragon X Series,16,1TB SSD,Qualcomm Adreno Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 1 14IGL7,laptop,laptop,Lenovo,38300,Intel Celeron,Celeron Series,8,512GB SSD,Intel UHD Graphics 600,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 1 15IGL7,laptop,laptop,Lenovo,36300,Intel Celeron,Celeron Series,8,256GB SSD,Intel UHD Graphics 600,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 14AHP10,laptop,laptop,Lenovo,93000,Ryzen 5,Ryzen,24,512GB SSD,AMD Radeon 760M Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 14ARP10,laptop,laptop,Lenovo,72000,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 14ARP10,laptop,laptop,Lenovo,71000,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 14IRH10,laptop,laptop,Lenovo,85500,Core i5,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 14IRH10,laptop,laptop,Lenovo,91000,Core i5,13th (Intel),16,1TB SSD,Intel UHD Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 14IRH10,laptop,laptop,Lenovo,95500,Core i7,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 14IRH10,laptop,laptop,Lenovo,83500,Core i5,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 14IRH10R,laptop,laptop,Lenovo,84500,Core 5,Core Series 2,16,512GB SSD,Intel Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 14IRH10R Series 2,laptop,laptop,Lenovo,92500,Core 5,Core Series 2,16,512GB SSD,Intel Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15AHP10,laptop,laptop,Lenovo,93000,Ryzen 5,Ryzen,24,512GB SSD,AMD Radeon 760M Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15AMN8,laptop,laptop,Lenovo,54000,Ryzen 3,Ryzen,8,256GB SSD,AMD Radeon 610M Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15ARP10,laptop,laptop,Lenovo,71000,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15ARP10,laptop,laptop,Lenovo,73000,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15ARP10,laptop,laptop,Lenovo,80000,Ryzen 5,Ryzen,16,512GB SSD,AMD Radeon 660M Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15ARP10,laptop,laptop,Lenovo,89500,Ryzen 7,Ryzen,16,512GB SSD,AMD Radeon 680M Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15IAN8,laptop,laptop,Lenovo,55500,Core i3,13th Standard (Intel),8,512GB SSD,Intel UHD Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15IRH10,laptop,laptop,Lenovo,85000,Core i5,13th (Intel),24,512GB SSD,Intel UHD Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15IRH10,laptop,laptop,Lenovo,83500,Core i5,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15IRH10,laptop,laptop,Lenovo,91000,Core i5,13th (Intel),16,1TB SSD,Intel UHD Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15IRH10,laptop,laptop,Lenovo,95500,Core i7,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15IRH10R,laptop,laptop,Lenovo,96000,Core 5,Core Series 2,24,512GB SSD,Intel Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15IRH10R Series 2,laptop,laptop,Lenovo,84500,Core 5,Core Series 2,16,512GB SSD,Intel Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15IRH10R Series 2,laptop,laptop,Lenovo,107000,Core 7,Core Series 2,24,512GB SSD,Intel Graphics,Shared,15.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15IRH8,laptop,laptop,Lenovo,74100,Core i5,13th (Intel),8,512GB SSD,Intel UHD Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 3 15ITL6,laptop,laptop,Lenovo,73500,Core i7,11th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 13ARP10,laptop,laptop,Lenovo,98000,Ryzen 7,Ryzen,16,512GB SSD,AMD Radeon 680M Graphics,Shared,13.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 13ARP10,laptop,laptop,Lenovo,110000,Ryzen 7,Ryzen,16,512GB SSD,AMD Radeon 680M Graphics,Shared,13.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 14AKP10,laptop,laptop,Lenovo,98000,Ryzen AI 5,Ryzen,16,512GB SSD,AMD Radeon 820M Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 14IRH10,laptop,laptop,Lenovo,111000,Core i5,13th (Intel),16,1TB SSD,Intel UHD Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 14IRH10,laptop,laptop,Lenovo,121000,Core i7,13th (Intel),16,1TB SSD,Intel UHD Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 14IRH10,laptop,laptop,Lenovo,101000,Core i5,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 14IRH10R,laptop,laptop,Lenovo,123000,Core 5,Core Series 2,32,1TB SSD,Intel Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 14IRH10R Series 2,laptop,laptop,Lenovo,120000,Core 7,Core Series 2,16,1TB SSD,Intel Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 14Q8X9,laptop,laptop,Lenovo,117500,Snapdragon X Plus,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 15ARP10,laptop,laptop,Lenovo,173000,Ryzen 7,Ryzen,32,1TB SSD,AMD Radeon 680M Graphics,Shared,15.1,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo IdeaPad Slim 5 16AHP10,laptop,laptop,Lenovo,162000,Ryzen 7,Ryzen,32,1TB SSD,AMD Radeon 780M Graphics,Shared,16.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Legion 5 15AKP10,laptop,gaming_laptop,Lenovo,240000,Ryzen AI 7,Ryzen,32,512GB SSD,Nvidia RTX 5060 Graphics,8GB,15.1,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Legion 5 15AKP10 AMD,laptop,gaming_laptop,Lenovo,270000,Ryzen AI 7,Ryzen,32,512GB SSD,NVIDIA Geforce RTX 5070 Graphics,8GB,15.1,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Legion 5 Gaming 15IRX10,laptop,laptop,Lenovo,197500,Core i7,14th (Intel),24,512GB SSD,Nvidia RTX 5050 Graphics,8GB,15.1,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Legion 5 Gaming 15IRX10,laptop,laptop,Lenovo,243500,Core i7,14th (Intel),24,512GB SSD,Nvidia RTX 5070 Graphics,8GB,15.1,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Legion 5 Gaming 15IRX10,laptop,laptop,Lenovo,272500,Core i9,14th (Intel),24,512GB SSD,Nvidia RTX 5070 Graphics,8GB,15.1,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Legion 5 Gaming 15IRX10,laptop,laptop,Lenovo,200500,Core i7,14th (Intel),24,512GB SSD,Nvidia RTX 5050 Graphics,8GB,15.1,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Legion Pro 5 16ADR10,laptop,gaming_laptop,Lenovo,235000,Ryzen 7,Ryzen,32,1TB SSD,NVIDIA GeForce RTX 5060 Graphics,8GB,16.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Legion Pro 5 16ADR10,laptop,gaming_laptop,Lenovo,240000,Ryzen 7,Ryzen,24,1TB SSD,NVIDIA GeForce RTX 5060 Graphics,8GB,16.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo LOQ 15AHP10,laptop,laptop,Lenovo,165000,Ryzen 7,Ryzen,16,512GB SSD,Nvidia RTX 5050 Graphics,8GB,16.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo LOQ 15AHP10,laptop,laptop,Lenovo,168000,Ryzen 5,Ryzen,16,1TB SSD,Nvidia RTX 5050 Graphics,8GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo LOQ 15AHP10,laptop,laptop,Lenovo,172000,Ryzen 7,Ryzen,16,1TB SSD,Nvidia RTX 5050 Graphics,8GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo LOQ 15AHP9,laptop,laptop,Lenovo,138000,Ryzen 5,Ryzen,16,512GB SSD,Nvidia RTX 3050 Graphics,6GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo LOQ 15AHP9,laptop,laptop,Lenovo,142000,Ryzen 5,Ryzen,16,512GB SSD,Nvidia RTX 4050 Graphics,6GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo LOQ Gaming 15IAX9,laptop,laptop,Lenovo,107000,Core i5,12th (Intel),16,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo LOQ Gaming 15IAX9E,laptop,laptop,Lenovo,121500,Core i5,12th (Intel),16,512GB SSD,Nvidia RTX 3050 Graphics,6GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo LOQ Gaming 15IAX9E,laptop,laptop,Lenovo,96000,Core i5,12th (Intel),12,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo LOQ Gaming 15IRX9,laptop,laptop,Lenovo,135500,Core i5,13th (Intel),24,512GB SSD,Nvidia RTX 3050 Graphics,6GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo LOQ Gaming 15IRX9,laptop,laptop,Lenovo,145000,Core i7,13th (Intel),24,512GB SSD,Nvidia RTX 3050 Graphics,6GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo ThinkPad E14,laptop,laptop,Lenovo,98000,Core Ultra 5,Ultra,8,512GB SSD,Intel Arc Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo ThinkPad E14 Gen 7 Series 2,laptop,laptop,Lenovo,110000,Core Ultra 5,Ultra,8,512GB SSD,Intel Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga 7 2 in 1 14ILL10 Series 2,laptop,laptop,Lenovo,178000,Core Ultra 5,Ultra,32,1TB SSD,Intel Arc 130V Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga 7 2 in 1 14IML9,laptop,laptop,Lenovo,159000,Core Ultra 5,Ultra,16,1TB SSD,Intel Arc Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga 7 2 in 1 14IML9 I,laptop,laptop,Lenovo,165000,Core Ultra 7,Ultra,16,1TB SSD,Intel Arc graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga 7 2 in 1 14IML9 Series 1,laptop,laptop,Lenovo,142500,Core Ultra 5,Ultra,16,512GB SSD,Intel Arc Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga Slim 7 14ILL10 Series 2,laptop,laptop,Lenovo,164000,Core Ultra 7,Ultra,16,512GB SSD,Intel Arc 140V Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga Slim 7 14ILL10 Series 2,laptop,laptop,Lenovo,189000,Core Ultra 7,Ultra,32,1TB SSD,Intel Arc 140V Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga Slim 7 14ILL10 Series 2,laptop,laptop,Lenovo,173000,Core Ultra 5,Ultra,32,1TB SSD,Intel Arc 130V Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga Slim 7 14IMH9,laptop,laptop,Lenovo,142500,Core Ultra 5,Ultra,16,512GB SSD,Intel Arc Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga Slim 7 14IMH9 Series 1,laptop,laptop,Lenovo,159000,Core Ultra 5,Ultra,16,512GB SSD,Intel Arc graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga Slim 7 14IMH9 Series 1,laptop,laptop,Lenovo,197000,Core Ultra 9,Ultra,32,1TB SSD,Intel Arc Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga Slim 7 14Q8X9,laptop,laptop,Lenovo,208000,Snapdragon X Elite,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,14.5,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Lenovo Yoga Slim 9 14ILL10 Series 2,laptop,laptop,Lenovo,277000,Core Ultra 7,Ultra,32,1TB SSD,Intel Arc 140V Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Microsoft Surface Laptop 1st Edition Copilot+pc,laptop,laptop,Microsoft,184000,Snapdragon X Plus,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,13.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Microsoft Surface Laptop 5,laptop,laptop,Microsoft,130000,Core i5,12th (Intel),8,256GB SSD,Intel Iris Xe Graphics,Shared,13.5,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Microsoft Surface Laptop 7,laptop,laptop,Microsoft,184000,Snapdragon X Plus,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,13.8,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Microsoft Surface Laptop 7,laptop,laptop,Microsoft,179000,Core Ultra 5,Ultra,16,256GB SSD,Intel Arc 130V Graphics,Shared,13.8,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Microsoft Surface Laptop 7 Copilot+ PC,laptop,laptop,Microsoft,184000,Snapdragon X Plus,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,13.8,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Microsoft Surface Laptop 7 Copilot+ PC,laptop,laptop,Microsoft,199000,Snapdragon X Elite,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,13.8,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Cyborg 15 A13UC,laptop,laptop,MSI,98900,Core i5,13th (Intel),8,512GB SSD,Nvidia RTX 3050 Graphics,4GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Cyborg 15 A13VE,laptop,laptop,MSI,115900,Core i5,13th (Intel),8,512GB SSD,Nvidia RTX 4050 Graphics,6GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Cyborg 15 B2RWEKG Series 2,laptop,laptop,MSI,159900,Core 5,Core Series 2,16,512GB SSD,Nvidia RTX 5050 Graphics,8GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Katana 15 HX B14WFK,laptop,gaming_laptop,MSI,188900,Core i7,14th (Intel),16,512GB SSD,Nvidia RTX 5060 Graphics,8GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Katana 15 HX B14WGK,laptop,gaming_laptop,MSI,221900,Core i7,14th (Intel),16,512GB SSD,Nvidia RTX 5070 Graphics,8GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Modern 14 F13MG,laptop,laptop,MSI,68500,Core i5,13th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Modern 15 F13MG,laptop,laptop,MSI,69000,Core i5,13th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Modern 15 F1MG Series 1,laptop,laptop,MSI,79400,Core 5,Core Series 1,8,512GB SSD,Intel Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Modern 15 F1MG Series 1,laptop,laptop,MSI,102900,Core 7,Core Series 1,8,1TB SSD,Intel Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Modern A15 AI F2HMG,laptop,laptop,MSI,79000,Ryzen 5,Ryzen,16,512GB SSD,AMD Radeon 740M Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Modern A15 AI F2HMG,laptop,laptop,MSI,89000,Ryzen 7,Ryzen,16,512GB SSD,AMD Radeon 780M Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Prestige 13 AI+ Ukiyoe Edition A2VMG,laptop,laptop,MSI,325000,Core Ultra 9,Ultra,32,2TB SSD,Intel Arc 140V Graphics,Shared,13.3,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Thin 15 B13VE,laptop,laptop,MSI,105900,Core i5,13th (Intel),8,512GB SSD,Nvidia RTX 4050 Graphics,6GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI Vector 16 HX AI A2XWIG Series 2,laptop,laptop,MSI,449900,Core Ultra 9,Ultra,16,1TB SSD,Nvidia RTX 5080 Graphics,16GB,16.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
MSI VenturePro 15 A2RWEG Series 2,laptop,laptop,MSI,148900,Core 5,Core Series 2,16,512GB SSD,Nvidia RTX 5050 Graphics,8GB,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Smart Flairedge,laptop,lightweight_laptop,Unknown,64500,Core i5,13th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Smart Flairedge,laptop,lightweight_laptop,Unknown,59000,Core i5,12th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,16.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Smart Flairedge,laptop,lightweight_laptop,Unknown,67500,Core i7,12th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Smart Flairedge,laptop,lightweight_laptop,Unknown,68500,Core i7,12th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,16.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
Smart Flairedge,laptop,lightweight_laptop,Unknown,54500,Core i5,12th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
TECNO Megabook K15S,laptop,laptop,Unknown,57500,Ryzen 5,Ryzen,16,512GB SSD,AMD Radeon Graphics,Shared,15.6,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
TECNO Megabook K16S,laptop,laptop,Unknown,61900,Ryzen 5,Ryzen,16,512GB SSD,AMD Radeon Graphics,Shared,16.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
TECNO Megabook T14 Air,laptop,lightweight_laptop,Unknown,71900,Core i5,13th (Intel),16,512GB SSD,Intel Iris Xe Graphics,Shared,14.0,0,0,https://www.ryans.com/category/all-laptop,Ryans,0
